"Register D"	"Number of instructions executed"
12499282	619975002
1485916	620319951
10892797	620362577
14437985	620663426
3447920	621061596
10840947	621158080
13375955	621455709
9835113	621824724
7633002	622096544
6830653	622307912
3196372	622497258
2090452	622586833
926574	622644250
6042490	622671525
6627720	622839234
8456296	623021209
15294891	623253381
11571501	623673272
9720731	623992755
4075203	624261432
7453964	624375136
13896180	624579791
12474596	624963086
215961	625307356
14782799	625313323
6937265	625719158
6704912	625909624
803220	626095519
6502052	626119406
12539859	626297930
14198621	626642193
3545033	627033790
2006279	627132941
6877423	627189854
2352912	627380474
622336	627445101
14711242	627462226
8353082	627867893
61616	628097230
8985387	628100754
13705463	628347451
3221200	628723711
14861217	628812173
2816063	629221956
5123038	629301094
8194130	629443561
8023261	629668537
8199004	629890615
11746262	630115724
3858198	630438203
8303922	630545950
14335064	630775735
14157357	631171077
7541216	631561547
12234042	631768596
8248892	632106265
10601569	632332739
9013410	632623795
832593	632871255
2541062	632895947
298901	632967539
3202045	632977580
7826181	633067309
8858863	633282184
14679030	633525402
307866	633928381
13732071	633938667
10779848	634315655
12677035	634613403
5799571	634961432
2321450	635122470
12488843	635186236
9653046	635530898
9513318	635795921
13113742	636057108
4368990	636418927
2893717	636540695
9959821	636621968
911621	636895405
7204271	636920468
6868945	637118263
12172157	637308652
9546557	637642821
11678261	637904918
9713250	638227334
11587923	638495808
5092909	638815739
6826636	638955581
3184609	639144815
9345229	639234068
6548052	639492434
1861623	639672218
6613219	639725155
2455480	639908523
12248926	639975964
1931218	640314039
3226740	640367088
11784627	640455704
2250787	640779233
12342226	640842859
7454032	641183496
2002944	641388151
5162821	641444973
3605363	641588532
10248881	641687543
5853716	641970717
10069809	642131447
2088645	642407908
14493570	642465276
15505652	642863173
8388675	643290645
7697380	643522761
8465454	643734094
3135713	643966518
6637296	644052628
11726557	644234862
6737078	644558594
11301819	644745364
15872587	645057441
4161604	645494993
3755809	645609271
3187165	645712412
15418043	645801735
14157004	646225007
13100027	646615463
12885209	646975098
3446190	647330638
15381630	647427073
14728039	647851143
5174483	648257272
14791682	648401146
8123653	648807226
16558677	649030263
12284008	649486645
14995217	649823887
9514257	650237352
9108707	650498567
2876430	650750437
8374663	650829435
5773915	651059360
11676094	651219698
9832012	651542051
13066839	651813787
13506676	652172519
15880121	652545125
13531875	652982880
12509832	653356172
11900287	653701408
8844993	654028115
7506694	654272747
8936118	654480650
10317199	654727788
16526593	655011039
11129047	655466546
15680232	655772078
11977999	656202546
15276023	656533187
11612247	656952560
8876320	657271364
2789558	657515065
13597515	657593475
11801593	657966774
2528349	658292571
8054696	658363813
4508944	658586752
3893356	658712363
12023061	658819277
8742937	659149358
7237402	659389398
4538186	659589909
8638620	659714526
11159013	659951696
15456213	660259853
1047271	660684168
1220628	660712948
2365517	660748294
9031174	660815070
2568275	661063020
15285286	661133562
15840593	661553194
14945291	661988065
15331380	662400165
1551343	662821057
10008301	662863676
5887120	663140242
10862935	663301882
13953765	663600113
5231776	663984983
15300697	664128633
9059638	664548685
12122096	664799218
6375394	665133807
4382560	665308852
15626376	665430991
11838253	665861781
13142601	666188586
5012392	666551196
16082378	666690625
11754274	667132132
13650906	667454835
15509116	667831396
581497	668258966
2990693	668276763
7862496	668358897
11085781	668574759
4963873	668879108
15460762	669015408
2188488	669439849
16544551	669499961
7553983	669955958
4902569	670163357
74050	670299769
13122538	670301844
11678916	670663901
16469553	670986331
6911850	671438471
8660608	671628244
11690189	671867822
4687080	672190560
12487305	672319258
7963194	672663878
15928211	672882512
11865453	673319791
7210659	673645546
4590036	673845322
9700650	673973159
4725186	674241290
12498362	674372837
11543344	674717758
13745430	675036471
6630738	675413830
10137490	675595889
12153558	675876004
11107671	676209662
7878509	676514613
10626025	676732722
4645175	677026249
14365275	677155598
7676780	677549974
12127094	677760747
15582664	678093684
10656900	678521471
7683561	678815845
583367	679026800
9492158	679044646
7187739	679307044
10011029	679504391
16135675	679781034
2295595	680225803
9066977	680288862
9990045	680539591
15481169	680815660
4109507	681242467
8595938	681357109
1359336	681593110
10804948	681632257
11325025	681930691
373984	682243405
14011659	682253705
11790077	682638372
4342094	682962048
4539524	683083081
14010631	683207733
4221645	683592372
4521596	683710094
10543321	683836048
7412678	684127300
11167024	684330821
8153158	684639202
4267609	684864850
15751668	684982040
5986920	685416267
15993611	685580651
2229291	686021528
151990	686084566
8296204	686090575
13743704	686320150
12445609	686697460
9176825	687039133
407616	687292879
2935397	687305909
3696072	687388323
15505384	687491618
7186854	687919083
14440386	688116402
10760292	688514635
12226643	688811851
8328034	689149317
1200854	689377968
146133	689412768
11339386	689418616
12392563	689729930
14375392	690070154
14943418	690464803
8156969	690876847
6050249	691102600
3502291	691270519
6694848	691366695
10702268	691552310
14457082	691846131
9245573	692244819
13272585	692498656
12017370	692864836
14333273	693194756
16043889	693590049
7594721	694032298
1688214	694240810
5398407	694287188
12237661	694437215
16262067	694774982
9888167	695223223
4982811	695496492
4117240	695635116
13965503	695749968
6612108	696133368
2002079	696316708
15963118	696373502
3199286	696811733
4197190	696901392
9161744	697018449
11127029	697269983
12648154	697575459
15103783	697924489
12398449	698340936
3792857	698681321
3179925	698785470
15531815	698874597
8694331	699302790
12871122	699543292
11139498	699898447
11335666	700204266
6221700	700517267
3784568	700689890
5812994	700793815
1782132	700955224
5608590	701004185
9917637	701158181
14965232	701430463
3921944	701843102
10509001	701950800
1173952	702241114
16704508	702273373
116884	702733752
4232495	702736996
9271381	702855019
1722742	703109563
10456716	703158692
13104311	703445772
13780246	703805526
2484592	704185643
9315944	704253882
4704051	704511450
14121541	704640617
13038246	705028301
13606433	705388041
7359910	705761585
4154098	705965456
3587549	706079524
9541497	706179837
16097077	706441794
13614269	706883707
11985384	707257461
11019918	707588298
1744995	707892640
11280706	707942378
7679950	708253881
11895784	708464738
5579722	708791319
6407312	708944524
2990367	709120444
4962165	709202571
10232263	709338822
15437885	709621541
4483152	710045359
3762735	710170263
3995626	710273593
13069852	710385106
13595135	710743922
11461403	711117151
7057969	711433610
3783550	711627394
1430032	711731291
4403705	711770585
279653	711891506
16695354	711901022
13267555	712361156
9215380	712727196
8709792	712981999
5240301	713222921
3675945	713366802
1502205	713469551
14512567	713512618
6225821	713911033
3370787	714083768
3451169	714176339
1937723	714272914
4427337	714326145
2476170	714447717
3419389	714515725
13734970	714611425
8108381	714988497
508801	715211114
11679211	715225117
9494927	715547554
13719505	715810029
14747709	716186674
7923674	716591550
3527280	716810891
3538553	716907753
8533296	717004923
13872350	717241008
14361271	717621846
11806128	718016110
15987124	718342033
6809174	718780922
13245285	718967874
2976091	719333305
3064433	719415040
11839162	719500996
16641067	719827822
10485372	720284666
16474231	720572530
15591198	721024796
1616376	721452821
1471292	721499024
15863916	721541251
3115621	721978565
3783262	722064129
10634487	722168019
6506394	722461777
15133406	722640420
4188129	723057672
1934967	723172671
2036682	723225825
11226222	723281772
9535567	723589978
12663544	723851774
1454909	724199432
16137855	724241211
6317944	724686043
4193314	724861312
3497399	724976458
14015217	725072501
654580	725457259
16502075	725475259
12807279	725928288
11457994	726279894
15608016	726596255
5363325	727026541
15819080	727173803
14116972	727608086
5526089	727995644
9911988	728149178
97415	728421306
14718476	728424018
6045333	728829888
3177532	728997674
10767819	729086738
2589869	729384157
8361480	729455287
15090259	729684855
14318952	730100931
16588758	730495832
15006664	730951241
2827314	731365014
2931315	731442668
16533186	731524970
7090043	731980652
1706407	732177117
9243695	732225798
4222744	732479586
869738	732597343
16194538	732621258
14687966	733065845
1553395	733470875
7093761	733513550
7418608	733710120
14600557	733913802
3817997	734316431
14240466	734423079
16108675	734814025
4413580	735256253
14343997	735377447
14493879	735773034
12990684	736170938
14949689	736529376
2209127	736941595
8246333	737002274
3573114	737228678
7326440	737328599
16220631	737529747
9755243	737975048
4083394	738244670
7157721	738358598
10683881	738555119
16158601	738848436
15327039	739293835
16053559	739714608
6971273	740157123
14456331	740350326
5463190	740749000
8100879	740899006
1332034	741121420
843880	741159825
11995463	741184825
5720643	741514150
12321232	741671226
3614056	742011289
1525682	742110538
992994	742152457
1577281	742179753
5985807	742224892
14903116	742389248
15521332	742798387
2845393	743226293
4346006	743304437
4940979	743425575
12622822	743561245
9944448	743909582
3020146	744182599
12561416	744267344
11983097	744612202
6467472	744942976
7826120	745122347
6487407	745337215
10999923	745517132
13059438	745819122
12948724	746177651
16235687	746533135
7613310	746978849
13672212	747189678
729854	747566827
3938757	747586899
12663215	747696858
14376153	748044509
4851360	748439179
1262031	748574191
8914503	748608872
10551518	748855422
8849285	749145106
10771675	749388065
1929908	749685589
6774045	749738603
1808361	749924596
10443827	749974271
15127482	750261001
2665878	750678092
11156746	750753107
214796	751061208
13905076	751067147
1024879	751450687
6450253	751478858
11078308	751657760
15024969	751961906
8380941	752374391
2055902	752604491
5590813	752660963
3758149	752814476
7845386	752917680
15222465	753133080
5453516	753552782
7450139	753702522
7653882	753907072
8193398	754119007
10575966	754343962
1696613	754634318
3968381	754680927
4488747	754791698
1429014	754916756
20743	754956022
2750329	754958433
9310493	755033966
2294197	755291387
1642057	755354404
16396412	755399522
8761869	755851452
10806448	756092010
910091	756390486
8062795	756415507
8282377	756636878
3313241	756866075
6518538	756958863
11239134	757137842
14838977	757446398
6133184	757855572
6974220	758023967
10297904	758217254
15048193	758499980
15393400	758913102
9703091	759337494
8002222	759605688
6801629	759827192
653692	760013934
2915880	760031913
15669013	760113795
7124883	760543962
5252023	760741379
91323	760887388
10294672	760889932
12589500	761172567
1717744	761519994
1071014	761568983
5174796	761600220
13268207	761744108
15016042	762110162
9955701	762522402
1643949	762795727
13128695	762840894
3253843	763203119
8686490	763292477
6935608	763532762
662399	763723186
15382921	763743209
5128341	764167314
13790676	764309928
8510450	764690325
9594084	764923974
16199137	765189172
14979317	765633885
12368758	766046909
7580324	766388274
11577943	766596394
7912778	766916052
618854	767135099
7358	767152126
15394433	767154166
2087042	767578586
8875379	767635912
6157499	767879585
8069140	768048645
9129797	768270191
3281359	768520850
2601207	768612763
507346	768684201
2874328	768698162
12421764	768777097
6238661	769118119
2337597	769289412
4429371	769353619
10605000	769475247
7754092	769766394
9145226	769981087
2234250	770232166
14174270	770295337
7759637	770686269
7661371	770901116
2946359	771113261
10568689	771195976
7084057	771486129
13988674	771682433
13518792	772066470
3349228	772439405
5029599	772531381
9007626	772671279
10069795	772918585
14406203	773195046
14372012	773590542
15671417	773985100
15392896	774415330
715737	774839708
2254087	774861187
2907683	774924904
14053974	775006562
5865057	775394190
3171316	775555228
681314	775644117
13536668	775664658
7207742	776038083
1291596	776235976
15500194	776271469
3748992	776698794
3545895	776801746
7027557	776900925
13449307	777093876
7806952	777463108
11910044	777677451
2380702	778004424
14427372	778071613
6802215	778469489
1924773	778656252
4079052	778709126
4564174	778822935
4095589	778948259
2732130	779062523
3507289	779137559
16080550	779233875
1854567	779675333
14725296	779728081
6924939	780134133
2955278	780324263
6267121	780405431
10663864	780577501
3819592	780872064
533065	780978754
13258816	780995228
3285417	781361030
15673397	781453055
6320188	781883341
11825455	782058673
10599117	782385128
2515052	782676114
14893809	782746992
14054134	783155872
6500929	783543500
8263894	783721996
8271375	783950682
475960	784179578
5113280	784192685
14339874	784334886
14270566	784730361
8002245	785122133
14128210	785343637
16148903	785731503
7031171	786176636
3092531	786369685
5618974	786454619
1007638	786608902
2694407	786636604
7447197	786710611
13405044	786915077
16352766	787284890
11827402	787733817
8074269	788060321
9913508	788282007
12830637	788554177
10824103	788906420
1582845	789203587
10837040	789248873
14567235	789546397
12368509	789948116
12430896	790289474
2574477	790630748
4417612	790701458
2356749	790822764
10687198	790887496
12139357	791180904
16041053	791514177
13274738	791956349
7721645	792322585
10410240	792534583
6833030	792822188
2863616	793011597
734427	793090245
12725102	793110443
13715582	793461594
10842237	793838134
3457710	794135798
14888707	794232548
4811281	794641295
12270816	794773409
4950117	795110287
10869920	795246209
2067	795544629
13337756	795546529
13753617	795912695
5060307	796290278
9284574	796429224
12369084	796684125
10480655	797025497
12148766	797313235
16445613	797646767
7727280	798100041
4041183	798312193
12657197	798423160
16464916	798770650
11292929	799222664
12173675	799534503
4865469	799868714
576757	800004111
8398558	800021775
7815579	800254157
15717175	800468738
11795061	800900221
9268138	801224037
12537248	801478490
7382938	801822683
16122904	802027184
8070185	802471610
5336312	802693184
14032015	802839704
14525110	803226730
11708595	803625488
9037954	803948730
7483217	804196862
5500043	804404121
13085838	804555135
4863939	804914385
1435281	805049740
9858624	805089174
5122459	805361638
8870183	805504091
808355	805747624
9197045	805771651
10198539	806025950
13702344	806305946
2921191	806682122
7319414	806764144
334686	806965103
4475476	806974332
16550349	807099026
2776439	807555177
9746435	807633230
9728120	807902614
810591	808171494
14280810	808195584
5110009	808587636
16281698	808727940
392457	809176720
5868055	809187531
15258786	809348653
9309021	809769349
4851231	810026728
10501116	810161740
14776802	810451837
15998210	810857504
2520642	811298507
10967353	811369539
8650969	811670640
5411378	811909952
2498217	812060336
5967622	812130752
13559570	812294611
12594058	812668666
5725884	813016219
15227775	813173435
13279891	813593284
16150484	813959660
5641328	814404835
403809	814561533
2426945	814574458
13586066	814641122
1356921	815014106
15810134	815053190
9639339	815487228
3754063	815751873
2631096	815854965
9309640	815929028
139842	816186421
10633593	816192101
7786133	816485838
13379882	816701406
14732078	817070533
12194280	817476774
2749930	817813351
216142	817888870
5048247	817894844
6099667	818033461
4022410	818200939
9122781	818311395
7640795	818561858
14535822	818773436
6336021	819172488
4688216	819348254
3844470	819476987
12632396	819584356
12294920	819932959
5940484	820270502
5686994	820435411
1336777	820593355
13451567	820631886
3758629	821001181
9187612	821104399
1866156	821358446
2657684	821411509
10497348	821486300
9631772	821776299
827389	822042533
11703453	822067078
4113132	822390180
1743179	822504920
5203563	822554609
1486764	822697489
11737112	822740136
1505841	823062370
10881130	823105542
1658931	823406076
4191500	823451656
14834566	823566753
15114326	823975808
3805775	824392542
10065288	824498854
9866744	824775189
16046506	825047870
16321686	825490189
10595745	825938269
5791427	826229164
812186	826389978
573409	826414110
2542845	826431683
12923904	826503317
5552171	826858129
1475248	827012377
13504223	827054709
9063216	827427245
7074844	827677876
8674401	827872122
11290054	828112078
5713054	828423833
2490787	828580699
12949023	828650912
10252554	829006410
14008518	829289689
4764729	829674265
15627090	829806897
3551702	830237708
5116936	830337041
302161	830479347
14580054	830489479
4824264	830891548
6636631	831024012
1784784	831206232
8707484	831255263
10775584	831496122
1093027	831793758
13716281	831825597
14554697	832202158
8478470	832603534
7730884	832836315
7276153	833048565
7988278	833248341
9479449	833467661
15935027	833729716
11188176	834167184
11991912	834476139
2769880	834807158
8121516	834885029
9456633	835108003
4389321	835369428
14488925	835491749
561139	835889520
16631843	835906757
1620448	836363349
2225924	836409664
5067734	836470805
1347532	836609954
4999298	836648779
3417757	836787851
15656132	836883509
12157557	837315111
5385588	837648881
3004690	837798558
5054390	837881077
9992152	838019862
13309498	838295987
2382285	838661383
13674623	838728614
11227696	839105826
7615627	839414074
11003852	839624966
2098976	839927061
5431162	839986522
8185766	840137445
4003648	840363982
9092382	840473927
4566184	840725356
4579291	840850736
4607807	840976473
13666161	841104800
9366477	841481781
7130191	841740728
12441304	841938292
1592301	842279846
9436093	842325391
10433199	842584450
13703572	842870886
6807464	843247097
7379692	843434000
9204553	843638410
11003893	843892919
15159403	844195014
2050894	844611188
9514162	844667527
12683869	844928735
10856140	845276953
4543313	845574995
8785237	845699752
13311393	845942753
70209	846308198
1783488	846310168
16714447	846359164
835372	846818024
12258298	846842793
7431018	847179328
11271012	847383353
704904	847692784
2636906	847713969
8071965	847788193
16722979	848009816
7934970	848468914
15670172	848686771
6091324	849116966
6409589	849286012
4357343	849461995
13545514	849583441
13385107	849957111
12541869	850326378
14682323	850670697
5374076	851075573
6045989	851224935
9969687	851392742
12062408	851668258
286857	852001216
5113890	852010928
6478867	852153150
1069254	852332836
159069	852364024
7228013	852370229
10504566	852570481
2509966	852860676
11030403	852931414
8231027	853236043
10247072	853462027
2006402	853745152
12504272	853802065
8605937	854147147
4591860	854383421
1548953	854511307
6199946	854553863
10355197	854725891
15971701	855011984
9767565	855450453
6380408	855718619
2087798	855893804
13967802	855951151
14987118	856334614
5562392	856747855
8033647	856902383
16703315	857124748
7097061	857585099
15043976	857781753
2286580	858194756
16625160	858259355
10827349	858715765
8501196	859013023
7949966	859246420
11192635	859464690
1241115	859773771
13039714	859809677
9775211	860169459
813600	860437835
13095081	860462009
3004040	860821511
173517	860904009
13584181	860910606
6854467	861283541
13036795	861473538
6075738	861833236
8059162	862001855
12765192	862224920
5974753	862577170
12561302	862741218
9505866	863086069
13087109	863347053
5670517	863706338
5221730	863863834
13873680	864007211
124995	864388091
12006924	864391559
3210663	864721199
8766389	864811166
2992497	865051843
10117075	865134026
7637529	865413581
963836	865625075
6812749	865653365
7242392	865840415
11658207	866041059
2516115	866361116
56954	866432022
5402791	866435420
11432966	866585566
6058283	866901248
3525817	867069391
8962510	867166211
16461254	867414070
6642144	867865979
7167336	868048346
9317564	868245133
15737541	868502743
938348	868936585
2291730	868964182
7038447	869028928
14446451	869222173
6583327	869620574
9145432	869803130
463373	870054216
2391654	870066980
1337303	870134470
12669739	870173015
4851927	870520848
13540630	870655874
6476636	871029411
14355440	871209034
6354316	871603137
7517500	871779400
16729746	871987597
8708801	872446877
9458108	872687771
2787928	872949238
16155771	873027606
6141122	873472928
10254361	873641540
441522	873924868
12078783	873938822
14241758	874272228
6827524	874663209
16488109	874852471
8713126	875305115
6636356	875546128
15130350	875728341
7179365	876145509
2627514	876342625
13082704	876416590
16562941	876775756
7090800	877232250
7117377	877428736
4801068	877625950
8260793	877757784
13705212	877986386
7434678	878362639
15567398	878566762
13012827	878994136
14287941	879353183
3782412	879747237
9153078	879851106
11673781	880102402
13774560	880424692
9667663	880804648
2312370	881070070
15940255	881133584
9953608	881571192
8275278	881844461
14787708	882073462
5032195	882479430
10762409	882619405
13240442	882916677
9128047	883281975
1451102	883532585
15629403	883574259
16386370	884005133
8609040	884456790
16289638	884693155
4309692	885142152
3361937	885260490
12776832	885352816
10153038	885705381
15176415	885985923
251036	886402559
9018185	886409485
6573873	886657078
11183473	886839375
12126105	887148204
3660349	887481113
12942	887581629
9556695	887583823
8857170	887846193
13946041	888089369
2729134	888474029
8834129	888548981
14791772	888793319
3238451	889199399
4742622	889288337
10979314	889420360
14136850	889721783
7319929	890109887
12826057	890310860
16585145	890662977
8904771	891118288
8248902	891362766
13787039	891589240
11540645	891969539
12734738	892288175
2261536	892639592
1978675	892703512
1943847	892759669
2267429	892813068
10403185	892877149
15546349	893164558
8712677	893591351
15169087	893832350
5887104	894248790
5766183	894410430
6671710	894568752
14071574	894751931
5973374	895140042
10906080	895304055
3139214	895605268
10616357	895691476
5669656	895982938
236304	896140413
13140660	896146940
9731217	896509494
10879782	896778458
9878666	897078957
8826359	897351967
14695879	897596088
13647077	898001335
7992630	898377791
15258466	898597230
8319972	899017919
9213660	899248138
16435945	899502892
8987822	899955900
15071217	900202660
9593497	900616405
14326814	900881589
12436543	901276707
27984	901618135
2955104	901620742
1454286	901701903
3080535	901743661
6043859	901828266
5097472	901996010
12427511	902135978
1992436	902477154
8410119	902533682
3323172	902766386
4867082	902859447
9097723	902994893
5772995	903246462
4956306	903406772
12638351	903542862
6914912	903891626
7580654	904081483
15752462	904289610
6124218	904723865
12902863	904892015
3978829	905248038
15965756	905359096
1555827	905797404
7221179	905840149
5447997	906040212
156305	906189805
2288982	906195933
7196168	906260602
1360197	906458180
15507679	906497355
14287676	906924883
3536232	907318930
9927468	907416037
15013508	907688592
10890921	908100762
6025238	908401562
16191707	908566996
5183502	909011506
8507687	909153840
4690905	909387419
1952387	909516222
12198098	909569852
6762399	909906534
12778705	910092205
832928	910444819
8308316	910469518
16715839	910699422
6349010	911158324
965313	911334440
5848450	911362772
16259502	911523355
948430	911971526
15186439	911999396
11164540	912416312
8238512	912724623
4008540	912950810
1772013	913060888
14764769	913109569
4636856	913514907
7724629	913644025
1260836	913856107
15257586	913890760
14342064	914311421
4983864	914706952
2872131	914845604
2701421	914924483
2733362	914998679
8667750	915073750
13913243	915313524
9860724	915697288
720959	915969808
15424326	915989642
12031726	916413089
8160333	916743401
225498	916969245
5629727	916975471
8695491	917130048
12156110	917370578
15906297	917704306
1484121	918142775
11505141	918185352
16672441	918501209
4377222	918960713
15657901	919082705
3262991	919514356
10119058	919603966
16297678	919883577
6527195	920332791
8108154	920512001
12367407	920734611
14844418	921075941
5074873	921485269
2614945	921624614
16141558	921696430
7534635	922141360
3496826	922350026
16602552	922446055
14925076	922901842
7179826	923311583
14694563	923508713
15283100	923913925
9906962	924333494
15064134	924605489
9104805	925019045
5660445	925270810
12289707	925428033
12235952	925765429
10715021	926103147
2665951	926397318
856245	926472333
11212782	926495877
4659586	926803712
8756772	926931661
3439025	927172079
5831995	927268318
10553705	927430245
15101463	927719992
14111168	928136376
8675046	928523773
14860887	928763743
15418760	929173519
6826094	929596812
15646901	929786032
1062804	930217382
16195862	930248395
15317624	930693024
13737717	931113538
7914808	931490680
7473496	931709783
6654810	931916776
1217048	932099493
6775675	932134741
16027321	932320776
16329024	932762570
7862452	933210853
13846929	933426715
14405685	933806860
925000	934202342
9662162	934229575
1035077	934494843
5682071	934523294
15559405	934681105
9272512	935108255
8547083	935362827
11560933	935599290
10632425	935918479
6235464	936212181
10745354	936383390
1389413	936678394
11970721	936716575
3567704	937047013
1199797	937146787
117054	937181559
7771142	937184810
2390243	937399972
6548488	937467420
5964997	937647218
2566924	937811000
5772164	937881507
9527290	938041796
2624656	938303361
11754687	938377249
10710394	938699959
10232500	938994004
6764749	939276730
3845180	939462464
3071657	939569854
6628638	939656006
14538990	939838009
5467617	940237145
4216489	940387270
11914332	940504852
4549927	940831944
11153025	940956883
10324170	941264879
14892453	941548319
2948277	941957164
15583194	942039928
11149260	942467729
6417476	942775620
8168803	942951820
4635093	943177895
1753261	943306964
1321056	943356926
5651727	943395030
13049231	943552015
10849983	943910264
12968386	944208138
16614934	944564161
2676215	945020291
4334949	945095586
1360829	945216423
14937401	945255612
10610913	945665689
5772326	945956997
10517561	946117293
415650	946407845
3241618	946421092
3555671	946510114
6615659	946609559
5131274	946792997
5172591	946935695
1282183	947079520
13821446	947114754
11655833	947495998
3804512	947815992
11807086	947922269
1257266	948248220
6075998	948282775
6712607	948451401
10845215	948637506
9174240	948935254
1920789	949187124
14296645	949239893
15340446	949634185
10653550	950057128
1190754	950351411
15072010	950385938
9412248	950799711
7495035	951058119
15765351	951265700
4101047	951700305
7371813	951814716
7658774	952018916
590334	952230991
6405398	952247234
16027266	952423105
15586155	952864899
11450491	953292784
16112702	953608942
7610813	954051282
9616455	954262041
3997330	954527855
246947	954639417
2848254	954646231
6629664	954724452
4693112	954906483
14575505	955035349
3683047	955437292
8043290	955540230
7479098	955762861
6550918	955970008
5738016	956149869
7510939	956307421
14467733	956515436
1218848	956914418
7756066	956949715
14938452	957164464
8728710	957574569
4171257	957814217
14776973	957928754
3078188	958334428
16111457	958420762
15086457	958863067
15403235	959279038
11129818	959701904
8773644	960007457
7374235	960248337
4883417	960452600
10593439	960588487
11963804	960879319
5626166	961209568
2380826	961364047
3312857	961431243
2202392	961524017
888790	961584514
7657576	961608947
6260471	961820987
13605600	961992875
11576495	962366391
1337724	962686007
11994908	962724566
14041824	963053877
7848047	963441169
4411066	963656639
4872941	963777763
6974330	963913363
11783642	964106650
8379876	964430151
16538358	964660216
4794059	965116038
14850058	965247676
298551	965657158
9433802	965667192
4606565	965926188
5320230	966054480
8959915	966200566
14742323	966448355
9620591	966854876
8361754	967120802
1426146	967350377
12567167	967389559
9011060	967734571
9766118	967981968
123901	968250092
474301	968253525
15493584	968266583
2655392	968693726
4352167	968768454
14567310	968889760
2705102	969291479
13719235	969365773
12908794	969742411
7730909	970098595
15239828	970310845
14234969	970731023
15822875	971121822
10802860	971556210
2771873	971854588
3189919	971932515
394388	972021915
14977037	972034581
9763446	972447549
7609715	972717395
13304165	972928126
4006545	973293375
6066516	973403397
16608548	973571764
5545584	974027719
7708229	974181785
12896692	974393419
7944244	974749274
6625319	974967390
1143924	975149302
13909195	975180742
16751220	975564394
13891003	976024262
13224479	976405611
8455242	976768669
16221453	977000813
2034641	977446142
867563	977502033
13764924	977525885
4061798	977905582
13491067	978017116
10249747	978387489
12149182	978670691
14460742	979004230
13259264	979403023
11211355	979768839
4491324	980076639
14191315	980201767
16471830	980593161
8278826	981045364
184046	981274463
531849	981281347
13195107	981297786
12734779	981660039
15321963	982011456
15375623	982432089
3543603	982855998
882376	982955114
1607629	982979372
9770169	983025337
10966262	983293573
14851203	983594639
11582550	984004149
10752505	984323933
6715451	984620932
7713574	984807114
15094996	985018895
8238141	985435097
3550810	985661277
7033769	985760589
5767103	985953708
13674193	986112051
9035604	986489249
16416742	986737318
3261314	987189801
14765516	987279362
6862356	987684721
708133	987874935
4139958	987896211
11175082	988009894
16104507	988318492
6632868	988760608
15292400	988942723
9427026	989362544
965811	989621358
12924522	989649704
522235	990004530
14926605	990018897
6002755	990428680
9493466	990593498
3003340	990855931
12919726	990938408
4868684	991293101
14397367	991428589
11380117	991823840
6948379	992136267
11335696	992328847
15495415	992641855
13510740	993069047
14086377	993441765
7690520	993830275
11621184	994041426
10487030	994360475
6011441	994650187
15317654	994815243
6516911	995235757
15035726	995414687
565766	995827466
8782599	995844836
14672157	996087767
16099701	996490564
7793847	996932547
12697054	997148325
2176890	997496900
8968024	997556697
5102442	997804710
13176592	997944811
7216714	998306560
14004817	998506504
4185132	998890982
6660565	999005904
16296415	999188775
8268993	999637954
16275892	999866780
2904320	1000315399
3420056	1000396966
7253926	1000492687
15624942	1000693646
9722857	1001124394
7955925	1001393127
7086815	1001611558
521902	1001807932
9796445	1001822292
13713297	1002091249
6926885	1002467726
16606404	1002657912
12990927	1003113804
8187835	1003472249
6504407	1003698842
5199069	1003877429
1088416	1004020183
9602366	1004051896
11053544	1004317325
5863996	1004622584
1868049	1004783594
16203035	1004836713
10638419	1005281538
12996094	1005575408
4299116	1005933993
1442560	1006052044
5061640	1006093487
12781155	1006232475
6515760	1006583367
1840445	1006762269
11269459	1006814632
11014063	1007124021
5425271	1007428202
398350	1007578964
14245931	1007591742
5918276	1007982842
2420403	1008147142
777662	1008215416
13566504	1008236797
15772463	1008609249
13544907	1009044050
5424539	1009417699
2951055	1009568440
8026235	1009649489
12641346	1009871651
1269525	1010220499
5260199	1010255390
11794091	1010401623
3398216	1010725411
3253363	1010818731
7344264	1010908075
3468067	1011111519
14155155	1011208556
13334683	1011597157
11329554	1011963239
11921477	1012276079
7728622	1012603367
10687382	1012815554
3360446	1013108969
9281473	1013201253
1025705	1013456070
286534	1013484262
3169200	1013493967
16763278	1013582800
16438816	1014042997
14174255	1014496089
2981432	1014887021
3988549	1014968903
14492442	1015080227
9636952	1015478096
901349	1015742678
1459886	1015767454
2339549	1015809366
3497258	1015873622
2654522	1015969665
13277034	1016044372
15141014	1016410671
3115319	1016826341
8528059	1016911898
12522690	1017147836
16600943	1017491630
7395603	1017947375
9854069	1018152226
2069960	1018424564
5436858	1018481421
4470860	1018632498
10843699	1018757066
14492422	1019054772
3266012	1019452641
13038588	1019542328
4826300	1019902075
15402555	1020034595
13187056	1020457447
7295954	1020819476
2313910	1021019791
1489985	1021083347
10691788	1021126085
9563785	1021419619
11292996	1021682185
16739108	1021994024
10918868	1022453563
2497228	1022755126
10822523	1022825514
3291235	1023122639
206882	1023214825
1492847	1023220547
13293993	1023263362
13235381	1023630123
13274950	1023993475
7862050	1024359718
3514242	1024575573
8712564	1024672078
12727708	1024913077
2161314	1025264298
13981499	1025325460
783687	1025709301
13424875	1025730850
3457592	1026101202
10854593	1026197952
16763754	1026495952
