"Register D"	"Number of instructions executed"
6617126	1836882537
981505	1837066017
11840898	1837094797
14011666	1837421672
14019906	1837806339
12555250	1838191230
1046726	1838535913
12727279	1838564679
287769	1838915886
9285302	1838925626
8542191	1839180548
2386781	1839416871
14710065	1839484228
3652795	1839889867
1331642	1839990173
10756574	1840028564
6514442	1840325675
2839374	1840504542
6116222	1840582525
7924212	1840750458
6568016	1840969813
14226655	1841151949
10774964	1841542517
5768564	1841840132
7566508	1842000323
4651497	1842208065
8168809	1842337582
6546375	1842563657
6508081	1842743392
13672418	1842922084
16018888	1843299233
6928452	1843740796
10756903	1843931024
10087719	1844228149
541	1844505100
15470468	1844506958
12986098	1844933471
2022233	1845291783
4729939	1845349130
11231608	1845480810
8017082	1845789163
9616043	1846011073
7539084	1846276873
6442038	1846483866
3729423	1846662544
15910040	1846766756
15159997	1847205330
6153046	1847621518
3671308	1847790459
5883284	1847893082
1116620	1848054617
3593728	1848085308
7841763	1848185796
6217797	1848401091
6250036	1848573609
5987007	1848745217
10152768	1848909601
13337500	1849190136
16374360	1849556295
4620901	1850005817
9553566	1850134501
5371691	1850396787
3877003	1850544280
5076194	1850650746
2571657	1850790126
15194381	1850860759
15718869	1851277892
12846597	1851709417
10258572	1852063907
11919755	1852347347
14817681	1852674586
7038005	1853083179
8149100	1853276417
7972635	1853501953
9749059	1853720846
3907698	1853990300
1390463	1854097606
9769971	1854135815
15285515	1854404044
4619081	1854823683
2202235	1854952318
1491254	1855012808
10861272	1855055581
6282665	1855353763
12412533	1855526260
11921124	1855867030
13287433	1856194304
11009220	1856560890
11623861	1856863132
4772383	1857182251
12608658	1857315093
9886853	1857663045
7255928	1857936279
13560268	1858137294
16270666	1858511363
4775982	1858959842
14250893	1859092782
4118981	1859484015
12928837	1859598916
11292229	1859953861
8142668	1860265679
12966058	1860491040
15779277	1860847000
12513231	1861281983
447465	1861627310
2876211	1861641425
6004429	1861720416
4174062	1861885276
15999215	1861999890
3045188	1862440914
9510896	1862526345
16171794	1862787462
8913470	1863233225
1390351	1863479747
7647139	1863517956
15064695	1863729709
2694906	1864143279
15124511	1864217293
15673698	1864634307
1256844	1865064600
6432282	1865099141
10512261	1865277553
12551961	1865567958
13702591	1865912557
14210741	1866288740
9065544	1866680666
7910501	1866931360
16029094	1867150344
8708646	1867592187
10414971	1867833081
15618153	1868120812
1940992	1868551378
1895053	1868604700
15405872	1868658554
9167812	1869081497
8188400	1869333192
1368696	1869559799
12377921	1869599205
13791097	1869940822
7835619	1870321233
2006765	1870536360
10413626	1870593280
8016313	1870880976
382509	1871102865
2104212	1871113403
6744970	1871173004
16706014	1871359991
8390448	1871820412
77002	1872052577
10839541	1872054729
3402659	1872352316
4465725	1872445755
8148706	1872570183
471019	1872795705
13884757	1872808672
10076085	1873189853
14793449	1873466482
15651904	1873872604
12041241	1874304094
8493748	1874634672
9197521	1874867866
10266577	1875122179
2988113	1875405836
10921770	1875487900
781402	1875789547
9509523	1875811033
16427854	1876072115
7301638	1876524906
11270961	1876725382
1236223	1877034813
3865562	1877070579
14135546	1877178522
13061211	1877566584
5328346	1877925162
1832558	1878071465
7504633	1878121805
9266430	1878329645
7308749	1878584049
3901753	1878784714
9955941	1878891859
10703670	1879165191
6378974	1879459054
16749618	1879634197
8591359	1880094023
7438925	1880329898
4676196	1880534140
13401443	1880662544
14073437	1881032259
10245010	1881420419
1735472	1881703488
8116220	1881752967
6089916	1881975794
12576415	1882144798
8743896	1882490062
9886002	1882730123
5455972	1883003336
15222685	1883153146
8142297	1883572855
12791023	1883798202
1855754	1884149360
5551142	1884202143
10365485	1884356363
10035622	1884642743
4662238	1884918266
11855666	1885046285
4296972	1885373566
8605208	1885491561
7817511	1885727821
8131427	1885942458
1387603	1886167511
7804860	1886205643
2082704	1886419930
7556020	1886477137
13987040	1886684592
15085555	1887068580
14417293	1887484523
11686997	1887880320
14687572	1888202974
10546300	1888607997
13447755	1888899333
1657442	1889268523
1333235	1889314061
13189295	1889352494
13335360	1889714586
8033980	1890080689
5056259	1890303061
15892375	1890441902
11123341	1890879993
16209668	1891185371
2281384	1891630378
11276016	1891694837
12237949	1892006207
7057612	1892343981
8068173	1892537751
4215516	1892759269
5088769	1892876823
1188024	1893016553
4186361	1893051003
11148080	1893165953
761548	1893473816
15360811	1893494756
16019445	1893918259
16021581	1894359836
6027862	1894801476
10371285	1894966980
5895172	1895253514
16620307	1895415378
13793835	1895871655
4492428	1896252143
12414887	1896377299
4261787	1896718132
13166779	1896835161
13080716	1897198429
6310057	1897557539
381854	1897732591
12407820	1897743108
8869847	1898083752
11782465	1898327271
3679589	1898650744
701839	1898753591
2761219	1898774692
9978308	1898852332
14240952	1899128079
2584967	1899519039
12496379	1899590036
2883195	1899934901
8511400	1900014081
9093066	1900247758
3783134	1900499201
3697598	1900603084
13372672	1900706421
7625044	1901075352
13956788	1901286503
8505705	1901671457
13126519	1901904980
222987	1902267149
13608833	1902273312
14353735	1902646919
1798763	1903040980
165532	1903090396
12109547	1903096776
15758554	1903431022
10830717	1903865438
3950633	1904162787
7567122	1904273075
14841894	1904480838
9195563	1904890096
9287408	1905144360
6051973	1905399338
13827542	1905567306
859304	1905948711
9177187	1905972339
14492944	1906226099
1209996	1906623982
16444635	1906659034
16086198	1907112280
16403837	1907553892
187733	1908006025
13146309	1908013014
7821818	1908375722
16635740	1908590471
14020914	1909047168
13752742	1909432087
12675134	1909809642
6200365	1910157622
9043272	1910329664
1080752	1910577943
9435328	1910609446
2473853	1910868484
6087749	1910936429
12412482	1911105377
12452443	1911446147
14186760	1911789815
13136636	1912181090
7489625	1912543532
9638708	1912750966
4642888	1913015597
9812829	1913144883
13757905	1913414288
7512227	1913791983
3912394	1914000033
15803657	1914107465
298147	1914541328
15523932	1914551348
6157059	1914979324
2408883	1915148377
1270585	1915216336
6244919	1915251255
9025860	1915422723
10244928	1915670526
9169050	1915953595
15260143	1916205325
3956209	1916626056
16240919	1916736491
7370235	1917182352
10286953	1917386503
11858025	1917670720
15007586	1917998064
10184196	1918411865
7239179	1918691469
14969212	1918892029
8924684	1919304780
4368037	1919551610
2439094	1919673350
11567224	1919740343
11055523	1920059707
13249957	1920365022
9744157	1920730579
8042597	1920999900
5677920	1921222510
6416776	1921380209
4137796	1921556388
12603884	1921670015
4464120	1922017834
2176116	1922142213
14918971	1922201989
15392127	1922611562
8259419	1923035919
13642725	1923264486
2213613	1923640823
6379000	1923701621
8254624	1923876764
1577139	1924103392
11366476	1924148524
5153315	1924460580
5856176	1924603880
2622022	1924764673
14389639	1924838491
7603287	1925233532
2794560	1925444088
7480189	1925522638
633379	1925729813
13831734	1925747239
5824017	1926126971
11308900	1926288681
15441490	1926600954
8036669	1927024870
2881481	1927247319
1371619	1927326450
857061	1927365933
1863593	1927389498
11132257	1927442491
11130891	1927748114
13616780	1928053702
3723583	1928427526
7591305	1928531577
7725737	1928739998
758596	1928952108
866592	1928972971
7293760	1928996802
10326424	1929197061
8932848	1929480564
12530936	1929727611
270353	1930071629
398074	1930080893
10778429	1930093657
15057149	1930391370
6561982	1930804730
11501361	1930986698
7704847	1931302457
12987597	1931514000
8065968	1931872354
9006708	1932093809
3987101	1932341087
7917388	1932452369
4414222	1932671542
16676494	1932792757
15856677	1933252373
3594574	1933687685
8048984	1933788194
3127098	1934010979
6370034	1934096858
14183267	1934271756
11705951	1934662933
8487436	1934986105
1802241	1935219131
13595228	1935268645
7249147	1935641881
8609474	1935842707
3261397	1936079079
7650485	1936168640
3506098	1936380484
7203300	1936476765
680476	1936674532
15877823	1936695052
5475412	1937132744
12276057	1937283086
7573965	1937620111
6270865	1937828056
7881071	1938000231
1832905	1938218410
317235	1938268757
1394751	1938279302
11939196	1938317630
12142966	1938647207
4091542	1938980578
9941173	1939094730
3641148	1939367656
11700744	1939467647
16411491	1939790679
13946517	1940243022
2797172	1940627696
14614419	1940706316
8620389	1941109323
11939521	1941345996
14724750	1941675580
1335827	1942081618
13669890	1942120128
1805479	1942497214
1470682	1942546812
6947707	1942589018
16224005	1942781577
6833267	1943226976
10967696	1943416392
189383	1943717500
181777	1943724531
1430554	1943731359
2347689	1943770667
3732334	1943835147
566616	1943939436
10264008	1943956827
9551404	1944240414
6800493	1944502644
9013832	1944689358
476309	1944936832
15340192	1944949946
13911387	1945372882
7818917	1945756597
1610202	1945971269
4481066	1946017304
12623893	1946142152
14150490	1946490524
8796446	1946878999
14696344	1947122308
10211098	1947527569
7504654	1947807908
15673222	1948015755
1188806	1948446034
783790	1948480505
12680784	1948502054
4609513	1948850188
1763045	1948978557
3457534	1949028785
9438778	1949125528
6937599	1949386470
12153619	1949576943
13479127	1949910608
11736048	1950280652
16306844	1950602851
13693609	1951052317
15221064	1951430047
13567476	1951849714
5784958	1952222187
10796586	1952382826
7481379	1952681036
9192082	1952888246
11679287	1953142412
16644588	1953464856
4340852	1953921791
12970809	1954042789
13875429	1954398882
1919400	1954779804
9738648	1954832531
4216928	1955101698
196131	1955219294
11397736	1955226514
13109089	1955539424
3653317	1955901117
16052842	1956001437
14302183	1956443931
11909457	1956838370
508379	1957165329
12035495	1957179318
13341215	1957509735
4353704	1957875999
15938615	1957997347
9326394	1958434913
40938	1958692768
4860272	1958695725
11686282	1958830982
5878360	1959153615
15020701	1959315017
12582656	1959727383
10016860	1960072822
4810271	1960349626
10436230	1960481712
2748661	1960768232
46658	1960843716
8507799	1960846834
6813737	1961080413
2068944	1961267491
1690990	1961324320
14160002	1961370775
8410281	1961761315
4596138	1961994019
532708	1962122024
766223	1962138484
6024607	1962159557
586011	1962324970
9759981	1962342893
15098346	1962612641
14730948	1963028934
5971181	1963435140
2742620	1963599090
11586056	1963674413
16324301	1963994295
1908400	1964442445
7538461	1964494871
9879239	1964701850
6239024	1964974874
16741472	1965146181
6445001	1965605783
4950443	1965784538
13770251	1965920467
526256	1966300311
16165922	1966316596
7178447	1966762198
13322036	1966959286
6272324	1967325025
1182926	1967497242
13277607	1967531552
12553679	1967897865
5622039	1968242506
883325	1968396873
788064	1968421159
10343717	1968444633
12193227	1968728612
3995039	1969065161
11197529	1969176660
11335056	1969485874
13800012	1969798861
2438295	1970179517
9554496	1970246489
15276949	1970508803
3466101	1970928204
10910305	1971025185
2017194	1971326517
15838242	1971383724
6783053	1971818532
9258692	1972004770
346449	1972258964
13997915	1972268515
11021799	1972652804
11750477	1972957195
16327924	1973279793
11195763	1973728041
4408047	1974037206
2873200	1974158246
6553064	1974237153
15989678	1974417070
12244894	1974856029
13918466	1975193992
6750726	1975577903
14865585	1975763259
13691832	1976173161
4790038	1976550842
13281412	1976682375
12425037	1977048793
4980565	1977389906
12671855	1977526661
5547179	1977874550
10778044	1978028658
10422456	1978326357
9201189	1978612499
51428	1978866917
12939039	1978870161
11798235	1979225386
10264382	1979551092
10682080	1979834693
15038095	1980129753
14461850	1980542595
12757024	1980941416
13597577	1981293442
14774291	1981666741
7200100	1982072345
8132592	1982270028
2265326	1982495109
14131739	1982559127
12270064	1982947091
1131882	1983283948
16458134	1983315059
6023588	1983766884
12661718	1983932269
8969512	1984279878
7642160	1984527933
11448691	1984739553
15132311	1985055662
8831480	1985472886
12931214	1985717147
10959473	1986072155
7069338	1986373039
5804373	1986567131
16663499	1986728302
1173777	1987187561
11290431	1987219820
7799371	1987531589
4345280	1987745729
9404966	1987866846
11007049	1988125058
10185740	1988427244
10840313	1988706890
13591834	1989004498
3517488	1989377643
15630915	1989474239
9794000	1989905155
9444768	1990174042
12706736	1990435145
5376006	1990783986
14600363	1990933404
9411438	1991336026
1978290	1991594413
14086370	1991650556
5460691	1992039066
3408028	1992189002
14262523	1992284394
5111796	1992675942
13120978	1992816295
2981030	1993178310
10715773	1993260178
6484186	1993554370
12045247	1993734196
5284189	1994064879
10307227	1994211770
5117622	1994494748
156205	1994637068
3988714	1994643196
16721049	1994754520
16157812	1995213562
16499781	1995658940
6025004	1996111906
9043268	1996277333
16583780	1996525612
11709207	1996980888
1814041	1997304151
1349474	1997353987
599020	1997392868
12229586	1997409349
3178114	1997746892
11047407	1997835970
3882793	1998141061
14244795	1998247688
14561111	1998638753
14528417	1999040304
4503881	1999439153
7356531	1999564624
5200644	1999768404
14281812	1999911207
4396219	2000303287
6199638	2000424005
13188712	2000596026
12737225	2000958104
3414518	2001309584
10967610	2001405151
6348773	2001706259
9638449	2001882368
6307990	2002146992
15295405	2002321988
6967109	2002741893
1172591	2002934984
4005916	2002967208
7592435	2003077216
14231531	2003285665
15135059	2003676366
8673759	2004093667
8957557	2004333602
4350256	2004581328
11782634	2004702585
7182384	2005026058
4627255	2005223258
13267909	2005352117
4257811	2005718164
9333964	2005836880
4101685	2006094938
8430122	2006209370
11380955	2006442620
4607224	2006755068
13350721	2006883374
2102891	2007249897
6788258	2007309463
697543	2007495841
14820834	2007516823
1391396	2007925500
3853654	2007963737
8755440	2008071358
260991	2008311734
15011857	2008318933
6759690	2008731061
8299848	2008916662
12943338	2009146335
976956	2009501672
10699681	2009530326
15286527	2009824077
7373456	2010243737
9241629	2010447979
2677626	2010701711
15900980	2010777048
7922438	2011215377
13587152	2011434690
10623863	2011807702
6073977	2012101173
2724888	2012269743
2983967	2012344583
3371876	2012426535
13673752	2012519134
3056800	2012896325
4769865	2012982071
1863414	2013114843
4726687	2013167829
2401975	2013299418
6195970	2013367188
6343950	2013539111
5101434	2013715094
11979100	2013855167
12543954	2014185836
5502618	2014530211
8433829	2014681295
13871834	2014914643
1551353	2015295467
13193771	2015338086
7999862	2015700304
12549684	2015921745
12335615	2016266281
6041885	2016606736
15798767	2016774431
8538305	2017208154
10267548	2017444372
9176582	2017728057
6886775	2017981803
1199077	2018170890
6492323	2018205641
11146250	2018383899
7001963	2018691713
9177865	2018885756
11515917	2019139537
14626964	2019455695
14561825	2019857253
6241866	2020258825
12972737	2020430209
5298188	2020786351
8136215	2020933627
11269994	2021158813
13099158	2021468216
5351407	2021827830
7536199	2021974763
13468900	2022183471
3266367	2022553235
8116871	2022642936
11289336	2022865784
12725417	2023177518
13111896	2023528676
5512653	2023890446
6310195	2024043609
10504213	2024218668
7786082	2024508856
13911201	2024724424
15960734	2025108132
1302213	2025546300
13702782	2025582080
7661659	2025958270
10519120	2026170422
8794989	2026461016
5254367	2026704283
6023732	2026850355
7918143	2027015747
9188098	2027234941
5119664	2027489002
10833411	2027631378
3368590	2027928804
10790737	2028021312
13072937	2028319361
3064546	2028678261
14280541	2028764217
3589641	2029156262
2308926	2029256638
13058462	2029320061
5167520	2029678562
2196982	2029822247
11822058	2029882590
6194512	2030208947
13360642	2030380828
14043181	2030747624
2212540	2031134958
1253169	2031195728
14134907	2031230171
11401660	2031618219
555892	2031931234
11814018	2031948331
3977009	2032274471
8614425	2032385480
14452606	2032621992
14298376	2033020561
11118310	2033414902
13089131	2033720140
9976783	2034079481
16692211	2034355186
5605113	2034815229
13583704	2034969127
6467882	2035342048
3647272	2035521433
9540836	2035621592
7712187	2035883528
11174093	2036095267
4182192	2036403837
13048821	2036518675
15028831	2036876910
9632262	2037289500
5355085	2037555748
506520	2037702786
9038047	2037716726
3553656	2037964858
4539222	2038064247
1978212	2038188892
6016920	2038245035
9869608	2038410238
2225894	2038683003
12571235	2038744137
8491504	2039089261
1565380	2039322392
3164859	2039365396
14488278	2039454110
13413123	2039851860
13933691	2040221897
8111588	2040606221
12063730	2040828922
562116	2041161915
7954378	2041179180
2530040	2041397569
8150591	2041468853
11467994	2041694431
2381871	2042011065
16296588	2042078289
12763281	2042527475
3472772	2042879669
14658056	2042976832
2556135	2043379244
3676530	2043449450
2737434	2043552213
9422382	2043627396
3117061	2043886084
7809940	2043971690
4034828	2044186117
8341612	2044296916
16481889	2044525938
13846954	2044978414
5592144	2045358559
6900331	2045512107
9472078	2045701565
8156269	2045963417
2019242	2046189149
11649514	2046246412
11239314	2046566231
4785878	2046874794
1554555	2047006208
6096054	2047048918
14697733	2047216298
14769095	2047621601
2133651	2048027058
7030866	2048087464
6881687	2048280506
13475793	2048469453
10339993	2048839406
4569744	2049123280
10575409	2049248758
9380700	2049539100
8743716	2049796647
2879190	2050036708
12322201	2050115776
9165431	2050455867
7246968	2050707499
4622977	2050908269
14284154	2051037009
9691534	2051429152
13532756	2051695225
6806287	2052068545
2679405	2052255420
10191884	2052330806
15051345	2052610620
9428244	2053023826
1666614	2053282675
10410931	2053328465
8279809	2053616084
10195079	2053845211
6006494	2054125109
5400633	2054290025
14135956	2054440115
8882363	2054828191
8664470	2055072053
12941510	2055311736
7854465	2055667024
11735201	2055882669
15781076	2056204847
13175075	2056639879
12216349	2057001586
12070136	2057338772
4063687	2057671940
9221075	2057785329
4676339	2058040286
8622016	2058168690
8425624	2058405405
9708419	2058638529
4785227	2058906870
12849656	2059038270
8505672	2059392837
2614468	2059626360
15754973	2059698162
14922328	2060132480
7337547	2060542144
1891004	2060743600
5200605	2060797342
2141174	2060940138
12897120	2061000747
9499242	2061356616
7712283	2061619210
7917478	2061830956
16306236	2062050129
5131799	2062499581
4072216	2062642293
15365032	2062755920
13905932	2063179535
4134875	2063563103
8267317	2063676646
4180986	2063905430
16170582	2064020233
10123949	2064465961
8658762	2064745705
12833852	2064985234
7867497	2065337568
4603274	2065555376
844480	2065683577
1231681	2065708591
4671479	2065744238
9358673	2065872509
12698221	2066131246
3409012	2066479856
7814887	2066575276
14234544	2066789836
15223518	2067180621
4208407	2067600351
13095071	2067717716
16595786	2068077218
14469792	2068532823
534137	2068931861
1288884	2068948363
10348391	2068983779
2821171	2069267884
15816046	2069345370
7339026	2069779569
1563799	2069981067
4554702	2070024029
399784	2070149094
16644022	2070161907
9158016	2070618828
2229358	2070870257
4717423	2070933295
14396237	2071062826
4874323	2071458049
9302498	2071593691
14740638	2071849082
11718673	2072255554
3598564	2072579076
16519889	2072679690
13929156	2073135008
11430029	2073519206
13402180	2073834804
13113467	2074204540
937340	2074566352
1094238	2074593921
12187255	2074625795
4006382	2074960377
4757698	2075070392
15208321	2075202828
11766861	2075622145
16372532	2075945191
11498410	2076394664
10589086	2076710339
5866240	2077001052
9500190	2077162125
6574171	2077424747
5164488	2077607051
12833346	2077750652
15020265	2078102972
8479282	2078515324
13884723	2078748126
16022703	2079129307
9985280	2079570975
12642664	2079846918
270596	2080195801
10413436	2080205072
14883942	2080492761
2255471	2080901375
6155640	2080965127
5071692	2081134138
16119454	2081273399
3606439	2081715921
16330353	2081814960
10367540	2082263278
8076723	2082549714
554439	2082771463
3646229	2082788518
13971415	2082888649
4311795	2083272210
16693294	2083390604
13633719	2083850682
12177592	2084226774
6859659	2084561090
334535	2084751227
6989222	2084760449
8014344	2084954142
12676539	2085175982
16137809	2085523997
8441998	2085968829
6567557	2086202401
2796700	2086384523
15820569	2086463129
198021	2086897454
7314493	2086902931
15194408	2087103757
7542422	2087520890
9112281	2087727974
13153774	2087978150
11989562	2088341061
11703405	2088672017
5600092	2088995119
13365942	2089148884
2189565	2089515820
6167354	2089575960
15715910	2089747099
12899765	2090178547
10368307	2090534486
16673163	2090820943
15416263	2091280468
2770337	2091703691
2137161	2091781576
13876850	2091842080
16670901	2092223044
2050276	2092682506
14826793	2092738824
13780097	2093147669
5635432	2093527779
7847508	2093682510
1051783	2093897966
7306188	2093928678
13013420	2094129273
1294330	2094488334
11165510	2094523897
14108434	2094832236
13009730	2095219563
4218750	2095578526
8184556	2095696171
5851221	2095922673
6651146	2096083333
12423690	2096265952
13518847	2096607030
4092097	2096979965
1619992	2097094131
8246131	2097140439
6618179	2097366836
16513612	2097550344
952439	2098003688
12649826	2098031670
8686158	2098378957
2123995	2098619235
12113972	2098679375
10954375	2099013747
16160584	2099314491
7209972	2099759946
4700140	2099959701
14321328	2100088756
15937455	2100483720
10324101	2100921251
9689926	2101204691
6321830	2101470722
13089763	2101646096
9406505	2102005451
13015448	2102263705
7511878	2102622822
10462698	2102830865
16325072	2103118106
11779028	2103566277
3310320	2103889652
2181971	2103982356
11238695	2104042293
9497267	2104350842
1600510	2104613380
14873696	2104659149
4689045	2105069275
15413608	2105198029
15493018	2105621182
7472556	2106048311
10341298	2106255276
16206920	2106539185
2439105	2106984115
15071241	2107051108
178714	2107464860
2191961	2107471604
11604296	2107531814
1455068	2107850401
16455180	2107892180
7669491	2108343928
13691974	2108554498
16186585	2108932186
6808052	2109378348
9570562	2109565265
14922968	2109829826
9315645	2110239504
10404489	2110497065
10087762	2110784509
13698062	2111061460
2380553	2111437524
518301	2111504713
7517116	2111518975
12413600	2111727158
15135673	2112067956
2369635	2112485271
7661752	2112552159
6589559	2112764311
7834168	2112947035
10970591	2113162127
13303639	2113463312
4966805	2113830339
6806825	2113966716
5720141	2114153605
3970972	2114310667
4933490	2114421508
809950	2114556975
12266860	2114581044
7309810	2114917817
5205020	2115118510
10928741	2115261432
15924478	2115563268
1553479	2116002234
14582	2116044916
10183909	2116047152
267660	2116326742
1298664	2116335929
11210681	2116371611
8742539	2116679390
15238814	2116919416
11126195	2117339566
16263497	2117645021
10729375	2118093304
12633133	2118387867
11334950	2118736491
13588462	2119049478
7076558	2119422525
16096877	2119616813
519212	2120058719
11369981	2120073009
10689259	2120385156
12091740	2120678620
42656	2121012383
13274241	2121015389
964120	2121381611
12828627	2121409915
10340401	2121762102
16531018	2122045990
6607563	2122501616
2135050	2122684830
14774333	2122745278
3801858	2123150882
8071098	2123257089
10108966	2123478684
217499	2123758022
16472651	2123764031
522372	2124216255
7953201	2124230629
14606969	2124448990
9230850	2124851794
3663199	2125107024
15569799	2125207617
3547983	2125635054
15580709	2125734289
10633372	2126162027
4778805	2126455757
4429765	2126588774
1612095	2126710409
1249201	2126756500
12954731	2126790831
10360212	2127146483
13995486	2127432716
11850022	2127816935
7799106	2128144062
4099100	2128358195
9896661	2128472557
81886	2128744265
970796	2128746550
1391897	2128775036
11885367	2128813287
3694975	2129139588
2734425	2129242855
10608111	2129317954
5505725	2129609185
4864640	2129762159
5784835	2129897535
5169737	2130058174
1228354	2130201922
5505253	2130237478
6070790	2130390438
14318115	2130558924
2471244	2130953804
16686376	2131021679
15373634	2131481568
9749388	2131905421
7763670	2132174882
13052581	2132389834
565574	2132748174
15013134	2132765537
9477550	2133177700
478394	2133439699
6160487	2133452869
147290	2133623819
9386038	2133629702
8712191	2133887396
11915579	2134128381
14488593	2134455508
12526742	2134853272
10984635	2135197178
8690026	2135498748
5286598	2135739131
3390759	2135886085
1633995	2135979202
7632002	2136025888
8181537	2136237228
3568785	2136463653
8874004	2136563455
5776465	2136807093
15837626	2136967501
12732778	2137402288
927968	2137753649
12475917	2137780959
16667194	2138125271
16336613	2138584635
1198376	2139033121
1860074	2139067858
1419350	2139120753
2555473	2139159753
11646046	2139231737
712393	2139551465
14449778	2139572853
5749553	2139971345
12433315	2140129212
15620695	2140470549
3554148	2140901185
9704012	2141000588
15040557	2141268810
7368462	2141681722
847420	2141885831
11620641	2141910929
5853559	2142229964
10672273	2142390687
5575036	2142685481
11956804	2142838560
14799659	2143168620
7049911	2143574917
12892112	2143768477
13705286	2144124206
13947245	2144500466
15747495	2144885161
6613473	2145319276
15974859	2145502651
5713691	2145941204
3230549	2146098091
12930173	2146186812
16027146	2146541792
10914947	2146983586
16006066	2147285044
13517056	2147726257
5695934	2148099150
3903128	2148257339
10336975	2148364519
2888550	2148648309
13848540	2148729442
5795036	2149109629
5639891	2149270541
14109988	2149427197
3019118	2149814566
4992984	2149899283
12445294	2150038180
9780511	2150379846
5454505	2150648369
2595238	2150798137
1427696	2150869414
1302367	2150908638
12144677	2150944425
10275682	2151277845
7500376	2151561754
16689467	2151769482
6754327	2152229455
367698	2152414909
14898601	2152425041
8433497	2152834054
9060221	2153067395
12720231	2153317942
10948222	2153668960
9082629	2153969536
12304663	2154220699
11793751	2154558508
12815443	2154882289
2560982	2155234119
15575978	2155304458
2130944	2155732063
3189103	2155792399
9743577	2155881778
8682798	2156151078
9222934	2156391265
7391092	2156646278
4040422	2156851003
5972039	2156961949
6489710	2157125927
3693473	2157304115
12512265	2157407340
12346252	2157752646
10332718	2158093395
10311587	2158377073
13445015	2158660170
4363539	2159029283
483863	2159150904
14021492	2159164228
12758142	2159549161
16280807	2159901215
2910532	2160349967
12515068	2160431702
13214095	2160777078
588025	2161139849
11800566	2161157821
12055680	2161483590
11982993	2161814560
6893016	2162145334
2754736	2162334589
15785745	2162412047
1927589	2162847212
8805311	2162900163
10431581	2163143710
3307176	2163430104
10695503	2163522724
14320345	2163816363
5926422	2164211299
4566761	2164375823
3266144	2164501217
4472449	2164590911
12002232	2164715521
7131568	2165045028
13459432	2165242627
844750	2165612132
3070596	2165637153
5325371	2165723277
13566190	2165869503
200175	2166241941
3337315	2166247474
15012406	2166340920
13304443	2166753062
8393836	2167118318
1897379	2167350574
15604435	2167404491
9454936	2167834679
2382144	2168096062
2313928	2168163293
7223831	2168226849
8264196	2168426989
3243883	2168655689
1100083	2168744774
5321509	2168776809
12314869	2168922930
13856640	2169261012
10065448	2169641423
10219921	2169917765
6638133	2170198342
8784160	2170380604
6911374	2170623577
8592570	2170813336
5909899	2171049246
10858463	2171213315
3786235	2171511420
15040977	2171615387
6657779	2172028306
4349350	2172211100
9522504	2172332329
9873880	2172593768
16358278	2172866645
16608712	2173315726
7455644	2173771681
10488058	2173976378
13579873	2174266118
15091518	2174638934
11302966	2175055045
10733769	2175367157
15013908	2175661839
3526603	2176074023
6834127	2176170864
15634575	2176360301
14090386	2176791315
4975475	2177178145
7534261	2177314760
2366150	2177523412
8779443	2177590202
2915238	2177831236
13336516	2177913097
6044780	2178279228
12135807	2178447000
13230405	2178780175
10614587	2179143394
14245675	2179434807
8539019	2179825900
1980997	2180062139
868222	2180118359
4735504	2180142232
16118693	2180274066
13698497	2180716567
6448075	2181092638
7693053	2181271477
10650112	2181482691
220243	2181776883
15040742	2181782969
15968009	2182195881
12054891	2182634252
13155735	2182965201
13641677	2183328168
5051457	2183704477
1550326	2183843185
5943886	2183885776
11967029	2184050776
5855030	2184381116
7796692	2184541881
9883960	2184757736
11555982	2185030893
15935737	2185349949
1910132	2185787431
3634872	2185839906
16055851	2185939722
13116454	2186382300
9520793	2186744196
3689740	2187005586
1739164	2187108713
5828894	2187158290
15987542	2187320133
5178702	2187759036
11579948	2187901237
6803745	2188220951
1066249	2188407756
2336291	2188438867
9250864	2188503039
15046567	2188757023
2731323	2189170096
15723401	2189245111
8572515	2189676762
15020536	2189913918
10636744	2190326277
1502430	2190620098
2016867	2190663172
12619364	2190720372
2602997	2191068618
15079483	2191140105
16081734	2191555887
8501988	2191997380
7732865	2192230798
15299208	2192443104
6201373	2192863114
10240764	2193035184
12945221	2193318134
11336837	2193673527
8728010	2193986563
140250	2194226190
6100346	2194231877
1363930	2194399376
9503564	2194438649
3756458	2194699570
8032186	2194802725
5987150	2195025048
5090646	2195189439
9919318	2195329218
11592962	2195601549
10761822	2195921620
11368119	2196218878
6736170	2196530976
8121900	2196717725
13772779	2196940713
14739665	2197320620
4893110	2197727064
519356	2197863217
6909101	2197877507
8499782	2198067203
11922815	2198300565
13100633	2198627888
3750014	2198987544
9203045	2199090524
2093235	2199344991
11917998	2199402485
10757595	2199729675
11853045	2200026814
11355730	2200354018
16472507	2200665780
5265947	2201117997
7583718	2201264391
15309602	2201472602
476844	2201892899
648071	2201906027
13744595	2201923852
10210229	2202301183
253547	2202581494
756384	2202588490
3427955	2202609290
14887950	2202705228
16177527	2203113954
207587	2203559871
7399284	2203565607
4062726	2203770556
5982015	2203882118
2395653	2204046369
12392436	2204113971
7757050	2204454188
8773511	2204668958
15621827	2204909831
10697036	2205340495
14417462	2205634176
14907097	2206029980
4348098	2206439224
14768319	2206560418
7447504	2206965854
10252982	2207170327
15846211	2207453613
3160935	2207888638
10264259	2207977247
5337926	2208260841
